식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,1회 섭취참고량,식품중량,품목제조보고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,카페인(mg)
STD-DB10_2-001512,"새우, 꽃새우",S,국가표준식품성분표,,수('82),,어패류 및 그 제품,,"새우, 꽃새우",,,,,,,100g,114,67.5,22,2,7.9,0.6,-,-,48,6,261,-,-,0,0,0,0.02,0.06,4,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001513,"새우, 닭새우",S,국가표준식품성분표,,수('09),,어패류 및 그 제품,,"새우, 닭새우",,,,,,,100g,88,79.09999999999999,17,1.2,1.4,1.3,-,-,68,2,195,380,130,0,tr,0,0.01,0.07000000000000001,1.8,2,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001514,"새우, 대하",S,국가표준식품성분표,,수('09),,어패류 및 그 제품,,"새우, 대하",,,,,,,100g,82,80,18.1,0.6,1.2,0.1,-,-,74,1.4,210,340,120,0,0,0,0.02,0.06,1.9,1,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001515,"새우, 물렁가시붉은새우",S,국가표준식품성분표,,수('09),,어패류 및 그 제품,,"새우, 물렁가시붉은새우",,,,,,,100g,83,79.3,18,0.5,1.6,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001516,"새우, 보리새우",S,국가표준식품성분표,,수('09),,어패류 및 그 제품,,"새우, 보리새우",,,,,,,100g,71,82.8,15.1,0.7,1.3,0.1,-,-,87,1.1,240,450,140,0,0,0,0.07000000000000001,0.08,2.3,1,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001517,"새우, 부채새우",S,국가표준식품성분표,,수('09),,어패류 및 그 제품,,"새우, 부채새우",,,,,,,100g,65,84.09999999999999,13.7,0.8,1.4,0,-,-,84,1.3,154,224,362,0,0,0,0,0.05,2.4,1,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001518,"새우, 중하",S,국가표준식품성분표,,수('09),,어패류 및 그 제품,,"새우, 중하",,,,,,,100g,94,77.2,20.1,0.9,1.7,0.1,-,-,77,2.6,260,240,270,0,0,0,0,0.09,2.4,1,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001519,"새우, 젓새우",S,국가표준식품성분표,,수('09),,어패류 및 그 제품,,"새우, 젓새우",,,,,,,100g,62,64.90000000000001,9.6,1.2,21.7,2.6,-,-,695,0.7,216,320,360,3,3,0,0.09,0.12,3,2,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001520,"새우, 징거미새우",S,국가표준식품성분표,,수('09),,어패류 및 그 제품,,"새우, 징거미새우",,,,,,,100g,90,78.8,18.3,1.4,1.5,0,-,-,115,1.8,231,-,-,0,0,0,0.05,0.06,2.5,1,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001521,"새우, 철모새우(도화새우)",S,국가표준식품성분표,,수('09),,어패류 및 그 제품,,"새우, 철모새우(도화새우)",,,,,,,100g,90,77.90000000000001,18.5,0.9,1.8,0.9,-,-,338,0.6,572,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001522,"새우, 펄닭새우",S,국가표준식품성분표,,수('09),,어패류 및 그 제품,,"새우, 펄닭새우",,,,,,,100g,61,84.59999999999999,13.2,0.6,1.6,0,-,-,168,1,150,-,-,0,0,0,0.01,0.04,2.1,1,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001523,"새우, 흰다리새우",S,국가표준식품성분표,,수('16),,어패류 및 그 제품,,"새우, 흰다리새우",,,,,,,100g,98,75.90000000000001,21.17,0.89,0.33,0,-,0,49,0.89,241,330,122,-,-,-,0.02,0.03,-,0,0,,0.25,0.01,-,-,0,-,1.04,40,,0.805,0,0,1.38,1.37,0.01,0,0,0,0,0,0,-,0,-,-,-,,-,,,-,-,,-,0.45,,5.95,0,2.23,0.7,4.5,110.3,1.4,,,90.59999999999999,,,16.48,,,,,0.8,,5.8,,12,0.8,112,,,83.48,,,,,,,3.03,,,,,,,,,,,,,,,,,,,,,,1368,,1516,,,,,,,,815,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001524,"새우, 껍질",S,국가표준식품성분표,,수('82),,어패류 및 그 제품,,"새우, 껍질",,,,,,,100g,323,14.1,44,11.9,23.9,6.1,-,-,5,0.1,3,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001525,"새우, 젓갈",S,국가표준식품성분표,,농진청('19),,어패류 및 그 제품,,"새우, 젓갈",,,,,,,100g,40,67.3,8.09,0.32,23.08,1.2,0,0,441,0.52,140,214,8003,28,28,0,0.151,0.018,0.25,0,0,,0.13,0.02,0.003,0.247,0.71,0.059,1.76,15,,2.1,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0.16,,3.41,0,0,0,2.57,61.98,0,,,4.65,,,0,,,,,0,,1.63,,2.54,0,50.9,,,11.81,,,,,,,20.51,,,,,,,,,,,,,,,,,,,,,,444,,486,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001526,성게,S,국가표준식품성분표,,수('82),,어패류 및 그 제품,,성게,,,,,,,100g,148,71.5,15.8,8.5,2.2,2,-,-,20,4,196,490,190,-,-,-,0.03,0.4,2.5,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001527,"성게, 젓갈",S,국가표준식품성분표,,국('77),,어패류 및 그 제품,,"성게, 젓갈",,,,,,,100g,128,55.6,21.4,2.8,15.8,4.4,-,-,32,6.2,127,450,680,-,-,-,-,-,3,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001528,"성게, 알, 젓갈",S,국가표준식품성분표,,식약('96),,어패류 및 그 제품,,"성게, 알, 젓갈",,,,,,,100g,104,65.8,9.199999999999999,1.5,10.1,13.4,-,-,22,0.7,156,171,4091,53,0,636,0.1,0.15,0.8,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001529,"성게, 보라성게",S,국가표준식품성분표,,수('09),,어패류 및 그 제품,,"성게, 보라성게",,,,,,,100g,173,65.59999999999999,16.1,8.699999999999999,2,7.6,-,-,70,2.4,306,-,-,120,120,-,0.27,0.42,2.4,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001530,오징어,S,국가표준식품성분표,,수('16),,어패류 및 그 제품,,오징어,,,,,,,100g,94,78.3,18.84,1.44,1.26,0.16,0,0,11,0.18,270,351,199,-,-,-,0.05,0.02,-,0,2.34,,0.36,0.01,-,-,0,-,4.37,11,,1.126,0,2.34,0.45,0.45,0,0.02,0,0,0,0,0,-,0,-,0,0,,0,,,0,0,,0,0.88,,39.02,0,5.68,1.6,4.4,621.1,5.8,,,2,,,7.74,,,,,0,,0.4,,2.8,0,157.9,,,11.06,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,789,,1246,,,,,,,,682,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001531,"오징어, 구운것",S,국가표준식품성분표,,JAPAN('20),,어패류 및 그 제품,,"오징어, 구운것",,,,,,,100g,108,71.8,23.6,1,1.6,0.1,-,(0),14,0.2,300,360,330,22,22,0,0.09,0.07000000000000001,5.8,1,0,,0.12,-,-,-,6.3,0.26,5.4,7,,0.44,-,-,2.5,2.5,0,Tr,0,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,0.26,,19,0,1,0,3,150,-,,,1,,,-,,,,,9,,Tr,,1,0,49,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,"(1,300)",,"(1,600)",,,,,,,,(940),,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001532,"오징어, 튀긴것",S,국가표준식품성분표,,USDA('18),,어패류 및 그 제품,,"오징어, 튀긴것",,,,,,,100g,175,64.54000000000001,17.94,7.48,1.59,7.79,-,0,39,1.01,251,279,306,11,11,-,0.056,0.458,2.602,4.2,-,,1.878,-,-,-,-,0.058,1.23,20,,0.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,4.885,,49,-,-,-,4,380,-,,,-,,,-,,,,,-,,-,,-,-,162,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,1108,,1267,,,,,,,,780,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001533,"오징어, 말린것",S,국가표준식품성분표,,수('95),,어패류 및 그 제품,,"오징어, 말린것",,,,,,,100g,352,19.5,67.8,6.9,5.6,0.2,-,-,252,2.8,821,750,980,0,0,0,0.13,0.2,8.199999999999999,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001534,"오징어, 냉동",S,국가표준식품성분표,,수('82),,어패류 및 그 제품,,"오징어, 냉동",,,,,,,100g,88,-,17,1.5,-,0.5,-,-,11,-,-,-,-,2,2,0,0.03,0.12,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001535,"오징어, 조미, 구운것",S,국가표준식품성분표,,식약('96),,어패류 및 그 제품,,"오징어, 조미, 구운것",,,,,,,100g,300,23.3,40.1,3.7,6.3,26.6,-,-,24,1.3,465,250,1685,0,0,0,0.05,0.01,4.7,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001536,"오징어, 조미훈제",S,국가표준식품성분표,,수('09),,어패류 및 그 제품,,"오징어, 조미훈제",,,,,,,100g,205,45.7,34.4,2,5.5,12.4,-,-,29,4.3,312,164,1228,0,tr,0,0.08,0.13,7.8,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001537,"오징어, 채, 조미하여 말린것",S,국가표준식품성분표,,농진청('19),,어패류 및 그 제품,,"오징어, 채, 조미하여 말린것",,,,,,,100g,282,31.9,39.31,2.41,3.62,22.79,14.83,0,14,0.16,388,270,1123,9,9,0,0.134,0.033,1.392,0,0,,0.52,0.01,0.77,0.622,0.08,0.597,4.71,2,,0.6899999999999999,0,0,1.98,1.98,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,8.710000000000001,,6.12,0.96,,66.09,0,6.12,2.16,6.75,628.03,2.59,,,1.87,,,20.31,,,,,0,,0.59,,3.36,1.85,187.78,,,17.26,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,1504,,2735,,,,,,,,1669,,,,,,,,,,,,,,,,,,,,,,,,,
